movie_title,tomatometer_rating,audience_rating
The Blackout Experiments,45,41
The Bleeding Edge,100,83
The Bleeding House,40,25
The Bling Ring,59,33
The Blob,66,52
The Blob,60,56
The Bodyguard,34,64
The Bodyguard (Kaavalan),33,44
The Book of Eli,47,64
The Book of Henry,22,63
The Book of Life,82,77
The Book Of Love,8,63
The Book Thief,47,73
The Bookshop,56,49
The Borderlands,81,46
The Boss,21,38
The Boss Baby,52,51
The Bounce Back,67,76
The Bouncer (Lukas),80,52
The Bourne Legacy,56,58
The Boxer,80,74
The Boxtrolls,77,63
The Boy,30,38
The Boy,67,38
The Boy And The Beast (Bakemono No Ko),90,88
The Boy Next Door,11,33
The Boy Who Harnessed the Wind,86,89
Jack and the Cuckoo-Clock Heart,77,66
The Boys and Girl from County Clare,46,61
The Brady Bunch Movie,62,46
The Brainwashing of My Dad,58,78
The Brand New Testament (Le tout nouveau testament),82,68
The Brass Teapot,32,51
The Brave Little Toaster Goes to Mars,40,45
The Breadwinner,95,86
The Breaker Upperers,89,52
The Bridge (Die Brücke),100,87
The Brink,84,56
The Broken Circle Breakdown,82,85
The Bronze,35,44
The Brooklyn Banker,20,92
The Brooklyn Brothers Beat The Best,33,62
The Brother from Another Planet,88,75
The Brothers Grimsby,38,41
The Bubble,53,84
The Bugs Bunny/Road Runner Movie,100,87
The 'Burbs,53,71
"The Butcher, The Chef And The Swordsman",42,40
The Bye Bye Man,19,22
The Cabin in the Woods,91,74
The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari),100,89
The Cage Fighter,94,42
The Call,45,65
The Call of Cthulhu,100,85
The Calling,51,33
The Camden 28,89,69
The Campaign,66,51
The Canal,71,49
The Cannibal Club,57,57
The Canterbury Tales,63,63
The Canterville Ghost,86,72
The Canyons,22,15
The Captain (Der Hauptmann),85,81
The Captive,30,34
The Car,25,51
The Cartel,48,69
The Case for Christ,59,90
The Cassandra Crossing,30,52
The Castle,86,92
The Cat from Outer Space,67,59
The Cat o' Nine Tails (Il gatto a nove code),81,53
The Catcher Was A Spy,32,53
The Catechism Cataclysm,44,44
The Catered Affair,17,71
The Celestine Prophecy,4,53
The Cell,45,57
The Challenge,50,69
The Challenge,75,40
The Chamber,36,16
The Change-Up,25,47
The Changeover,70,65
The Chaperone,29,43
The Chaser (Chugyeogja),82,89
The Chateau,50,30
The Cherry Orchard,54,30
The Chess Players (Shatranj Ke Khiladi),89,87
The Childhood of a Leader,89,53
The Children Act,73,61
The China Hustle,77,82
The Choice,11,62
The Christmas Candle,21,75
The Christmas Chronicles,68,78
The Chronicle of Anna Magdalena Bach,100,65
The Church (La Chiesa),64,48
The Circle,15,21
The Citadel,89,70
The Clapper,24,32
The Class,96,82
The Cleanse,82,40
The Client List,83,42
The Closer You Get,32,50
The Clovehitch Killer,77,68
The Cobbler,9,36
The Cold Lands,64,56
The Cold Light of Day,4,29
The Collection,38,50
The Collector,100,84
The Collectors,80,33
The Colony,18,22
The Color of Pomegranates (Sayat Nova ),93,84
The Color of Time,5,20
The Color Wheel,78,57
The Colossus of Rhodes,63,32
The Comedian,24,28
The Comedy,47,55
The Command (Kursk),69,64
The Commune (Kollektivet),71,60
The Commuter,56,39
The Company You Keep,54,45
The Competition,17,54
The Con Is On,0,47
The Concert (Le concert),61,78
The Condemned,0,64
The Confirmation,90,57
The Conformist,98,91
The Congress,73,53
The Conjuring,85,83
The Conjuring 2,80,81
The Connection,79,71
The Conquest,77,50
The Conspiracy,88,62
The Conspirator,55,62
The Counselor,34,23
The Counterfeiters,94,88
The Courtship of Eddie's Father,60,67
The Crash (Jekyll Island),17,72
The Crash Reel,96,94
The Creeping Garden,95,60
The Crocodile Hunter: Collision Course,53,44
The Crow: Wicked Prayer,0,35
The Crucifixion,6,24
The Cup,28,46
The Cup,85,86
The Cured,68,45
The Curse of La Llorona,29,41
The Curse of Sleeping Beauty,15,33
The Curse Of The Gothic Symphony,100,67
The Damned,8,18
The Damned: Don't You Wish That We Were Dead,100,61
The Danish Girl,68,72
The Dark,87,56
The Dark Horse,97,77
The Dark Knight,94,94
The Dark Knight Rises,87,90
The Dark Tapes,89,57
The Dark Tower,16,45
The Darkest Hour,12,25
The Darkest Minds,16,73
The Darkness,3,19
The Day He Arrives,95,68
The Day Shall Come,65,59
The Day the Earth Caught Fire,78,84
The Dead,93,78
The Dead,70,46
The Dead Center,100,48
The Dead Don't Die,56,38
The Dead Lands,68,57
The Deal,21,18
The Death and Life of Marsha P. Johnson,96,72
The Death of Dick Long,75,86
The Death of Mr. Lazarescu,93,82
The Death of Stalin,96,77
The Death of Superman,92,86
The Debt (Oliver's Deal),44,47
The Debt Collector,80,48
The Decent One,70,44
The Decline of Western Civilization,100,85
The Decoy Bride,23,51
The Deep,94,64
The Deep Blue Sea,80,52
The Deer Hunter,94,92
The Delinquent Season,70,72
The Den,76,52
The Descendants,89,79
The Descent 2,57,34
The Details,46,34
The Devil and Daniel Webster,100,84
The Devil Bat,58,31
The Devil Inside,6,22
The Devil We Know,100,89
The Devil Wears Prada,75,76
The Devil's Candy,92,64
The Devil's Doorway,78,45
The Devil's Double,55,64
The Devil's Miner,93,85
The Devil's Playground,100,71
The Devil's Rock,56,35
The Devil's Violinist,31,44
The Diabolical,40,19
The Diary Of A Teenage Girl,94,73
The Dictator,57,44
The Dilemma,24,29
The Dinner,46,16
The Dinosaur Project,29,20
The Dirt,39,95
The Disappearance of Eleanor Rigby: Them,66,52
The Disappointments Room,0,17
The Disaster Artist,91,86
The Discovery,45,44
The Dish & The Spoon,58,51
The Divergent Series: Allegiant,11,41
The Divide,25,38
The Divine Order (Die göttliche Ordnung),84,64
The Diving Bell and the Butterfly,94,92
The Do-Deca-Pentathlon,74,54
The Dog,91,69
The Dog Lover,22,51
The Dogs of War,67,52
The Domestics,100,48
The Doorman,22,50
The Double,21,33
The Double,83,59
The Dresser,100,60
The Dressmaker,56,66
The Driller Killer,69,33
The Drop,89,76
The Drowning,50,15
The Duel,26,30
The Duelist (Duelyant),43,65
The DUFF,72,66
The Duke Is Tops,60,75
The Duke Of Burgundy,94,65
The Dyatlov Pass Incident (Devil's Pass),48,29
The Eagle Huntress,94,86
The Earrings of Madame De... (Madame de...),97,91
The East,75,64
The Easy Life (Il sorpasso),100,94
The Edge of Seventeen,94,83
The Editor,50,58
The Edukators,70,89
The Efficiency Expert,67,48
The Elephant In The Living Room,83,84
The Elephant Queen,90,86
The Emoji Movie,7,38
The Emperor and the Assassin (Jing Ke ci Qin Wang),81,79
The Emperor Jones,71,57
The Empty Hours,86,53
The End,60,50
The End of Love,59,47
The End Of The Tour,91,82
The End Of Time,78,41
The Endless,93,67
The English Surgeon,89,98
The English Teacher,39,31
The Equalizer,59,76
The Escape,77,51
The Escape of Prisoner 614,20,56
Evil Dead,62,63
The Evil Within,100,46
The Exception (The Kaiser's Last Kiss),75,66
The Expedition to the End of the World,84,52
The Expendables,42,64
The Expendables 2,68,67
The Expendables 3,32,49
The Exterminating Angel (El Ángel Exterminador),92,93
The Eye of the Storm,60,46
The Eyes of My Mother,78,57
The Face Of An Angel,37,10
The Face of Love,42,31
The Fall of the House of Usher,90,73
The Falling,72,35
The Family,29,41
The Family Fang,83,47
The Family Tree,10,25
The Fanatic,18,32
The Farewell Party,94,73
The Farm: Life Inside Angola Prison,100,88
The Fate of the Furious,67,72
The Fault In Our Stars,81,85
The Favourite,93,68
The Fearless Vampire Killers,69,76
The Female Brain,37,52
The Fifth Estate,36,36
The 5th Wave,15,38
The Fighter,91,89
The Final Girls,72,70
The Final Master,67,63
The Final Member,92,64
The Final Wish,89,23
The Final Year,84,47
The Finest Hours,64,66
The First Beautiful Thing (La prima cosa bella),82,71
The First Grader,61,76
The First Monday in May,78,69
The First Purge,54,28
The First Time,47,66
The Fits,97,54
The Fitzgerald Family Christmas,64,49
The Five-Year Engagement,63,51
The Flat,84,71
The Flaw,82,70
The Flight of the Intruder,25,50
The Flintstones,22,24
The Florida Project,96,80
The Flower of My Secret,83,76
The Flowers of War,41,73
The Fluffer,47,26
The Fluffy Movie,53,77
The Flying Deuces,83,66
The Flying Swords of Dragon Gate,68,48
The Fog,76,64
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,96,93
The Forbidden Dance,23,78
The Forbidden Room,96,49
The Foreigner,65,72
The Forest,10,22
The Forest for the Trees (Der Wald vor lauter Baumen),77,72
The Forest of the Lost Souls (A Floresta das Almas Perdidas),73,80
The Forger,9,32
The Forgiven,55,41
The Forgiveness of Blood,84,72
The Forgotten Kingdom,86,78
The Forgotten Space,71,40
The Founder,81,82
The Fountain,52,74
The Four Times (Le Quattro Volte),93,75
The Fox & the Child,48,63
The FP,45,54
The Free World,47,54
The Freebie,57,31
The French Minister,62,54
The Freshman (College Days),93,79
The Frighteners,63,71
The Frisco Kid,50,66
The Front Line,67,78
The Front Runner,60,39
The Frontier,50,50
The Frozen Ground,61,50
The Fruit Hunters,100,68
The Fundamentals of Caring,77,83
The Funhouse,67,38
The Funhouse Massacre,69,38
The Furies,100,81
The Future,72,54
The Future of Food,81,84
The Galapagos Affair: Satan Came To Eden,83,63
The Gallows,14,22
The Gambler,43,31
The Game Plan,29,69
The Gang's All Here,100,69
"The Gangster, the Cop, the Devil",96,94
Hemingway's Garden of Eden,4,19
The Garden of the Finzi-Continis (Il Giardino dei Finzi-Contini),100,79
The Gardener,75,80
The Gatekeeper,52,20
The Gatekeepers,94,79
The German Doctor,74,63
The Ghost and Mr. Chicken,67,75
The Giant Behemoth,20,30
The Giant Mechanical Man,70,65
The Gift,92,75
The Girl,53,43
The Girl from the Naked Eye,40,20
The Girl in the Book,92,55
The Girl In The Photographs,14,21
The Girl in the Spider's Web,40,36
The Girl Is In Trouble,57,40
The Girl on the Train,44,49
The Girl Who Kicked the Hornet's Nest,53,67
The Girl Who Leapt Through Time,88,90
The Girl With All the Gifts,86,66
The Girl with the Dragon Tattoo,86,86
The Girl with the Dragon Tattoo,85,87
The Girls in the Band,100,56
The Giver,35,55
The Glass Bottom Boat,57,74
The Glass Castle,52,71
The Glass Shield,65,39
The Gleaners and I,93,86
The Go-Getter,42,61
The Go-Getters,71,83
The Goebbels Experiment,95,80
The Gold Rush,100,93
The Golden Dream (La Jaula De Oro),89,86
The Golem,88,43
The Good Catholic,42,81
The Good Dinosaur,76,65
The Good Doctor,66,31
The Good Lie,87,82
The Good Neighbor,29,46
The Good Postman,100,67
"The Good, the Bad and the Ugly",97,97
"The Good, the Bad, the Weird (Joheun-nom, Nabbeun-nom, Isanghan-nom)",82,83
The Gospel of John,37,88
The Grace Card,33,82
The Grace of Jake,80,78
The Gracefield Incident,11,16
The Grand Budapest Hotel,91,86
The Grand Seduction,59,66
The Grandmaster,78,58
The Great Beauty,91,80
The Great Buddha+,88,81
The Great Buster: A Celebration,93,89
The Great Escape,94,95
The Great Flood,93,56
The Great Gatsby,48,67
The Great Hack,87,64
The Great Hip Hop Hoax,88,70
The Great Museum,67,39
The Great Silence (Il grande silenzio),100,90
The Great Wall,36,42
The Greatest Showman,56,86
The Green Butchers,63,83
The Green Inferno,37,30
The Green Prince,77,83
The Greening Of Whitney Brown,13,38
The Grey,79,61
The Grey Zone,69,74
The Grief of Others,100,70
Dark Tourist,33,29
The Grinch,59,51
The Ground Truth,87,78
The Grudge,39,46
The Guard,94,81
The Guardian,37,80
The Guardians (Les Gardiennes),95,58
The Guernsey Literary and Potato Peel Pie Society,81,81
The Guest,91,69
The Guillotines,15,16
The Guilt Trip,37,39
The Guilty (Den skyldige),98,87
The Gunman,17,31
The Hallow (The Woods),71,43
The Hand that Rocks the Cradle,63,61
The Handmaiden (Ah-ga-ssi),95,91
The Hanging Garden,94,73
The Hangover Part II,33,52
The Hangover Part III,20,44
The Happy House,60,30
The Happy Poet,73,51
The Happy Prince,72,50
The Happy Sad,71,32
The Happytime Murders,24,40
The Harmonists,81,87
The Harvest,71,41
The Hate U Give,97,82
The Hateful Eight,74,76
The Hatton Garden Job,18,21
The Haunting in Connecticut 2: Ghosts of Georgia,19,44
The Unspoken,0,34
The Haunting of Sharon Tate,21,35
The Hawks and the Sparrows (Uccellacci e uccellini),83,85
The Head Hunter,100,55
The Healer,17,52
The Heart Machine,95,48
The Heartbreak Kid,29,37
The Heat,64,71
The Hedgehog,87,83
The Heir Apparent: Largo Winch,50,49
The Help,76,89
The Hero,77,58
The High Cost of Living,53,58
The Highwaymen,57,74
The Hippopotamus,57,50
The Hitman's Bodyguard,43,67
The Hobbit: An Unexpected Journey,64,83
The Hobbit: The Battle of the Five Armies,59,74
The Hobbit: The Desolation of Smaug,74,85
The Hole (Le Trou),94,96
The Hole in the Ground,85,52
The Holiday,49,80
The Holiday Calendar,33,33
The Hollars,46,58
The Hollow Point,36,31
The Homesman,81,52
The Horde (La Horde),42,41
The Hornet's Nest,72,80
The Horror of Frankenstein,55,42
The Horror of H.P. Lovecraft (LovecraCked! The Movie),40,31
The Horror Show,0,26
The Horseman,59,58
The Host,93,72
The Host,9,49
The Hot Flashes,36,34
The Hours and Times,83,61
The House,20,35
The House I Live In,94,85
The House of the Devil,87,63
The House of the Spirits,30,72
The House That Jack Built,58,66
The House with a Clock in Its Walls,66,45
The Housemaid,70,53
The Housemaid (Cô Hâu Gái),69,37
The Houses October Built,60,29
The Houses October Built 2,17,52
The Human Centipede II (Full Sequence),29,22
The Human Centipede III (Final Sequence),17,11
The Human Comedy,80,69
The Human Experiment,56,61
The Human Race,42,58
The Human Resources Manager,75,62
The Human Scale,64,83
The Humanity Bureau,25,23
The Humbling,52,28
The Hummingbird Project,57,52
The Hunchback of Notre Dame II,30,26
The Hundred-Foot Journey,66,81
The Hunger,52,66
The Hunger Games,84,81
The Hunger Games: Catching Fire,89,89
The Hunger Games: Mockingjay - Part 1,69,71
The Hunger Games: Mockingjay - Part 2,70,66
The Hungry Ghosts,14,62
The Hunt (Jagten),92,93
The Hunter,73,62
The Hunter's Prayer,33,23
The Hunting Ground,93,85
The Hunting of the President,74,53
The Hunting Party,0,52
The Huntsman: Winter's War,18,45
The Hurricane Heist,45,24
The Hurt Locker,97,84
The Hustle,14,45
The Ice Cream Truck,71,36
The Iceman,67,62
The Identical,6,62
The Ides of March,84,73
The Illusionist (L'illusionniste),91,79
The Imaginarium of Doctor Parnassus,64,60
The Imitation Game,89,91
The Immigrant,85,60
The Immortalists,67,69
The Impossible,81,84
The Imposter,95,78
The In-Laws,87,82
The Inbetweeners,53,70
The Incredible Burt Wonderstone,37,33
The Incredible Hulk,67,70
The Incredible Jessica James,88,66
The Incredible Mr. Limpet,40,60
The Incredibly True Adventure of Two Girls in Love,70,69
The Indian Runner,74,81
The Inevitable Defeat of Mister & Pete,86,88
The Infidel,60,45
The Infiltrator,72,71
The Influence (La influencia),0,55
The Inhabitants,71,12
The Innkeepers,80,42
The Institute,0,13
The Insult (L'insulte),86,88
The Intended,33,38
The Intern,60,73
The Internet's Own Boy: The Story of Aaron Swartz,93,91
The Internship,35,51
The Interrupters,99,82
The Intervention,78,49
The Interview,51,48
The Intouchables,75,93
The Intruder,32,70
The Intruders,17,21
The Invisible War,99,84
The Invisible Woman,75,44
The Invitation,88,70
The Iran Job,89,75
The Iron Ladies,56,72
The Iron Lady,51,51
The Iron Ministry,88,50
The Island (Ostrov),63,81
The Island at the Top of the World,43,46
The Island President,98,78
The Isle,67,87
The Ivory Game,81,73
The Jaundiced Eye,100,89
The Jeffrey Dahmer Files,65,41
The Jetsons,27,44
The Jewish Cardinal,88,71
The Jimmy Show,40,36
The Journey,69,65
The Judge,48,72
The Jungle Book,95,86
The Jurassic Games,83,41
"The Karate Kid, Part III",15,35
The Keeper of Lost Causes (Kvinden i buret),70,67
The Keeping Hours,80,68
The Kid,49,49
The Kid,45,48
The Kid Who Would Be King,90,58
The Kid with a Bike,96,76
The Kidnapping of Michel Houellebecq,91,66
The Kids Are Alright,100,88
The Kids Grow Up,59,77
The Kill Hole,17,31
The Kill Team,90,73
The Killer Inside Me,54,40
The Killing of a Sacred Deer,80,64
The Kindergarten Teacher (Haganenet),76,45
The Kindergarten Teacher,91,67
The King,56,66
The King,72,86
The King Is Alive,60,58
The King of Masks,89,91
The Kingdom,51,76
The Kingdom of Dreams and Madness,92,87
The King's Choice,84,82
The Kings of Summer,76,77
The King's Speech,95,92
The Kissing Booth,17,61
The Knot,0,30
The L.A. Riot Spectacular,29,39
The Ladies' Man,100,69
The Lady,35,62
The Lady From Shanghai,82,85
The Lady In The Van,89,64
The Land,68,62
The Land Before Time III: The Time of Great Giving,60,39
The Land of Steady Habits,86,48
The Last 5 Years,60,57
The Last American Hero,80,48
The Last Big Thing,67,54
The Last Black Man in San Francisco,93,84
The Last Days,89,48
The Last Days On Mars,18,25
The Last Dragon,59,86
The Last Exorcism Part II,15,26
The Last Face,8,34
The Last Gladiators,90,80
The Last Heist,11,12
The Last Impresario,94,45
The Last King,89,44
The Last Laugh (Der Letzte Mann),100,88
The Last Laugh,53,38
The Last Lions,87,88
The Last Man On The Moon,94,78
The Last Metro (Le Dernier Métro),86,81
The Last Mountain,81,83
The Last Movie Star,52,73
The Last Of Robin Hood,28,23
The Last of the Unjust,96,78
The Last Race,93,67
The Last Ride,44,52
The Last Rites of Joe May,74,64
The Last Seduction,94,76
The Last Sentence,77,41
The Last September,42,33
The Last Sharknado: It's About Time,27,36
The Last Shot,62,32
The Last Starfighter,77,69
The Last Suit (El último traje),78,89
The Last Summer,17,28
The Last Waltz,98,94
The Last Witch Hunter,17,43
The Last Witness,40,62
The Last Word,40,64
The Late Bloomer,20,22
The Laundromat,41,45
The Law In These Parts,88,79
The Laws of Thermodynamics (Las Leyes de la Termodinámica),46,42
The Layover,0,22
The Lazarus Effect,16,23
The League of Gentlemen,86,84
The Ledge,14,48
The Legacy of a Whitetail Deer Hunter,30,43
The Legend Of 420,100,94
The Legend of Ben Hall,50,77
The Legend of Cocaine Island,78,66
The Legend of Hercules,3,33
The Legend of Tarzan,36,58
The Lego Batman Movie,89,80
The LEGO Movie,96,87
The LEGO Movie 2: The Second Part,85,69
The Lego Ninjago Movie,55,46
The Leisure Seeker,37,56
The Leopard,98,89
The Lesser Blessed,50,59
The Letters,27,66
The Levelling,94,58
The Liability,61,35
The Liberator,38,65
The Lie,74,48
The Life and Times of Hank Greenberg,97,80
The Lifeguard,16,26
The Light Between Oceans,62,61
The Limehouse Golem,73,55
The Lion King,93,93
The Lion King,53,88
The Lion King II: Simba's Pride,43,60
The Lion of Judah,0,63
The Little Death,61,64
The Little Hours,78,48
The Little Mermaid,93,88
The Little Mermaid 2: Return to the Sea,33,45
The Little Rascals,23,70
The Little Stranger,66,37
The Little Vampire 3D,14,55
The Lives of Others,93,96
The Living,50,35
The Living End,57,61
The Lobster,88,65
The Lodgers,56,43
The Loft,14,37
The Lone Ranger,31,51
The Loneliest Planet,73,31
The Long Dumb Road,73,51
The Long Good Friday,96,89
The Longest Ride,31,71
The Longest Week,10,21
The Look of Love,54,35
The Look of Silence,96,89
The Lookalike,20,48
Dr Seuss' The Lorax,53,63
The Lord of the Rings: The Fellowship of the Ring,91,95
The Lord of the Rings: The Return of the King,93,86
The Lord of the Rings: The Two Towers,95,95
The Lords of Salem,46,30
The Lost Bladesman (Guan yun chang),57,36
The Lost City of Z,86,57
The Love Letter,33,38
The Love Punch,27,31
The Love We Make,82,58
The Love Witch,95,61
The Loved Ones,98,73
The Lovers,8,19
The Lovers And The Despot,78,53
The Loving Story,100,84
The Low Life,56,36
The Lucky One,21,67
The Lullaby,64,77
The Lunchbox,96,86
The Machine,79,46
The Machine Which Makes Everything Disappear,64,82
The MacKintosh Man,58,42
The Magic Christian,56,68
The Magic of Belle Isle,30,62
The Magician (Ansiktet),100,85
The Magnificent Seven,63,72
The Man From Earth: Holocene,50,60
The Man From London (A Londoni Férfi),69,61
The Man from Planet X,100,38
The Man From U.N.C.L.E.,67,73
"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",84,63
